views_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
516,83,1038,5,0,125,5009,6,0
406,199,1015,13,0,285,4962,17,0
811,427,961,25,3,576,4950,48,5
537,308,989,26,0,396,5014,30,0
2771,257,1022,7,0,344,4982,14,0
2483,443,1025,11,0,695,4987,23,1
628,334,1039,6,0,558,4974,15,0
1463,243,1022,7,0,292,4975,14,0
7838,293,959,14,1,416,5026,23,2
16902,770,1045,8,1,1094,5008,0,0
521,241,1047,29,1,425,5041,48,2
4111,508,997,64,0,834,4982,97,0
5816,314,969,18,0,409,4990,20,0
737,245,988,23,0,453,4979,48,1
341,160,1009,13,0,243,5006,17,0
3633,379,1015,11,1,748,4998,25,2
1657,261,1014,21,0,337,4997,26,0
426,282,1000,8,0,390,5021,13,0
670,327,985,22,0,587,4998,33,0
1830,174,973,3,0,281,4996,10,0
1973,120,976,11,0,211,5005,23,1
1527,292,951,14,0,450,5014,17,0
2621,560,980,64,0,785,4961,86,1
771,248,1006,6,0,495,5018,8,0
6657,508,1027,51,2,958,5037,103,5
21007,708,1015,136,3,1205,4955,236,7
896,336,978,11,0,538,5038,15,0
514,71,964,9,0,120,5014,14,0
579,325,961,15,0,474,4974,28,0
1870,207,977,9,0,389,4950,20,0
2663,284,1033,10,0,463,4981,19,0
428,295,973,27,0,382,4952,40,0
978,502,970,14,0,792,4998,22,0
1869,189,959,10,0,288,4968,20,1
1308,142,1027,13,1,272,5009,25,3
252,38,967,2,0,53,4978,2,0
697,228,1037,19,1,452,4999,38,2
2246,180,963,7,0,283,4951,10,0
195,64,983,2,0,118,5022,3,0
614,307,1007,29,1,539,5005,45,2
1886,175,1025,7,0,262,4966,4,0
393,200,971,17,0,304,5009,25,0
3563,237,1019,19,0,328,4985,28,0
668,73,985,6,0,88,5010,6,0
2099,153,994,4,0,284,4966,4,0
2587,321,985,60,0,432,4998,80,0
1006,185,971,5,0,225,5025,9,0
432,170,1027,4,0,283,5009,4,0
103,60,1029,3,0,86,4969,5,0
254,25,1010,2,0,30,4999,3,0
600,37,1049,3,0,72,4952,4,0
279,141,1005,5,0,206,4992,11,1
678,279,1038,21,1,555,5006,50,3
243,144,1045,13,0,183,4999,17,0
141,63,982,0,0,120,5017,3,0
1756,242,994,26,0,386,5030,43,1
5593,401,985,34,0,624,4999,45,1
634,241,969,30,0,474,4986,54,0
11785,468,967,103,4,698,4995,146,8
366,131,987,4,0,260,4991,10,0
8278,298,1016,4,0,427,4964,11,0
407,289,972,26,2,383,4982,40,3
2903,435,1045,14,0,718,5029,18,0
1291,624,965,74,4,1184,4960,162,11
647,316,1008,10,0,519,4969,17,0
3882,273,1018,21,0,340,4973,32,0
692,351,1017,21,0,593,5013,38,0
2508,514,970,1,0,624,5029,0,0
905,204,1027,19,0,256,5043,27,0
292,198,1044,6,0,267,5047,8,0
511,31,1027,1,0,58,5014,1,0
5033,467,1019,14,0,819,5037,23,1
3059,587,961,20,1,841,5037,17,1
3986,205,965,19,0,334,5022,32,1
5339,427,1030,40,0,785,5035,79,1
934,338,1036,18,2,562,5025,26,2
2457,234,963,9,0,439,4966,16,0
6273,610,1010,41,3,1217,5038,86,7
7132,252,1020,23,2,403,5041,34,4
3007,452,995,19,0,884,5010,37,1
4163,234,981,6,0,435,4964,4,0
801,359,964,17,1,707,5043,29,2
5977,653,993,33,3,1060,5000,61,7
331,145,966,16,0,289,4976,31,0
833,338,990,25,0,590,5035,40,1
481,213,1003,6,0,401,5023,12,0
884,467,993,16,0,731,5010,17,0
4578,296,1047,16,0,584,5007,26,0
219,112,954,1,0,157,4980,2,0
324,178,976,13,0,284,5040,20,0
3275,211,1036,6,0,313,4961,9,0
5557,410,1027,19,0,560,4995,29,1
7940,319,1028,28,4,547,4980,50,7
302,177,992,4,0,220,4981,2,0
898,133,1046,6,1,191,4981,6,1
2391,110,980,14,1,216,5048,29,2
715,297,1048,32,0,448,5002,51,0
3551,363,966,26,0,724,5010,54,1
1184,43,1041,1,0,83,4995,3,0
2955,438,1032,50,1,798,5034,104,2
6551,346,1003,2,0,495,5023,10,0
473,202,1011,19,0,328,5029,42,1
1667,72,1036,2,0,133,4956,5,0
3708,433,981,74,0,817,4953,139,1
630,252,989,31,1,427,5040,51,2
1468,311,962,22,0,385,5001,29,0
1047,466,1033,50,0,830,5038,101,2
1764,170,984,17,0,252,4980,26,0
153,59,954,0,0,93,5024,0,0
702,317,1022,32,1,568,5033,59,3
462,190,978,4,0,291,4985,9,0
92,47,1019,3,0,64,5003,4,0
160,12,974,0,0,17,5003,0,0
829,459,1044,38,4,710,4966,52,5
314,14,971,0,0,20,5024,0,0
619,289,1015,3,0,395,4979,6,0
815,266,994,5,0,526,5048,14,0
782,418,1018,7,0,710,4971,13,0
796,67,1040,5,0,89,4992,6,0
417,297,1038,39,4,373,4976,51,5
2552,397,1021,48,3,570,4986,79,4
6329,612,950,29,1,1091,4995,60,4
4673,206,1033,9,0,276,4984,17,0
1992,218,993,15,1,422,4953,27,1
1613,140,1036,2,0,184,5029,6,0
2308,343,1045,26,1,649,5029,52,3
1278,273,1024,8,0,354,5034,8,0
954,161,988,9,0,268,4975,14,1
3909,542,1003,56,1,847,5049,97,3
757,425,1037,34,0,548,4968,54,0
507,206,1024,26,4,344,5030,43,7
240,132,978,7,0,171,4994,12,0
286,150,1003,8,0,243,4975,16,1
1403,496,1039,11,1,862,4971,19,2
953,139,965,12,0,253,5007,22,0
1981,379,1048,11,0,557,5012,25,0
11534,469,969,83,0,830,4977,150,0
2831,536,995,12,0,779,5014,34,2
4310,283,1016,11,0,501,4993,13,0
2128,265,1014,28,3,493,5049,48,5
636,99,1007,12,0,150,4992,19,0
953,387,1002,26,3,713,4986,46,6
939,506,950,31,2,651,5015,36,2
360,152,1030,4,0,243,4966,6,0
729,464,1015,9,0,583,4989,13,0
4947,346,978,18,0,622,4987,39,0
481,98,1033,3,0,127,5034,4,0
705,96,1019,8,0,126,5010,10,0
435,280,957,16,0,371,4958,13,0
3391,162,978,6,0,251,5026,12,1
7418,295,1000,4,0,546,5024,3,0
2181,348,982,27,0,560,5010,41,0
760,466,952,21,0,608,5029,31,0
6921,636,1009,67,0,824,4965,86,0
285,127,984,0,0,192,4951,1,0
65,31,1018,0,0,55,5021,1,0
317,167,1040,3,0,239,4992,5,0
726,414,1025,26,2,641,4991,31,2
1077,145,1033,0,0,204,5026,2,0
397,186,969,24,0,247,5006,30,0
391,234,1022,41,8,332,5030,58,11
315,15,988,0,0,25,5037,0,0
1667,232,953,8,0,282,5016,10,0
111,70,968,2,0,105,4979,3,0
1514,163,1040,11,0,323,4962,21,0
386,219,994,20,0,317,4968,27,1
304,183,992,1,0,234,4956,6,0
162,74,962,0,0,107,4958,3,0
910,444,962,17,1,573,5032,16,1
990,184,1009,3,0,257,5003,8,0
1053,561,1006,29,3,751,5035,41,4
4679,402,1035,2,0,706,5031,8,0
934,164,1041,21,3,267,5010,38,5
5091,396,1001,25,2,636,5036,40,4
3146,148,1002,6,0,257,4951,11,0
1805,660,1035,19,1,1290,4999,57,3
2106,286,992,8,0,452,5024,13,0
89,48,1032,3,0,61,4980,4,0
5136,301,1021,15,0,498,4982,20,1
3725,555,1021,36,0,670,5027,39,1
156,109,991,5,0,134,5029,6,0
705,250,1039,18,1,442,4960,33,1
242,146,975,10,0,200,4982,13,0
2259,401,972,43,5,487,4956,47,6
8741,578,992,43,3,1044,4980,61,5
504,205,1026,10,0,386,4997,14,0
479,165,977,9,0,311,4996,12,0
409,246,958,10,0,315,5027,18,0
522,268,969,19,3,321,5041,18,3
1185,180,1005,8,0,247,5002,10,0
965,374,1032,84,1,628,5029,143,1
333,159,988,9,1,247,4968,20,3
333,154,1000,6,0,215,5030,9,0
501,217,961,21,1,318,5039,32,2
587,41,1028,0,0,74,4955,2,0
1046,495,1044,37,1,989,4998,85,2
2742,219,1004,12,0,401,5022,24,0
1000,531,1027,52,2,697,4999,66,2
113,59,960,3,0,93,5030,7,0
1978,263,975,21,0,392,5044,33,0
104,38,991,1,0,73,4961,3,0
1323,276,976,30,0,358,4972,36,0
578,83,960,2,0,123,5003,3,0
177,104,987,1,0,142,5018,4,0
1743,278,1047,14,0,402,5049,23,1
1254,212,992,10,0,278,5008,15,0
1647,93,968,12,0,137,4985,17,0
915,145,1013,4,0,273,4952,8,0
1918,272,955,19,0,393,5007,28,0
3353,170,995,5,0,305,5037,12,0
2633,174,991,9,0,266,5004,10,0
2690,385,1041,32,3,490,5006,48,4
1458,652,1014,45,1,1273,4966,91,2
997,343,1048,5,0,649,4988,11,0
2813,368,1021,21,3,481,5039,32,5
720,301,1008,34,5,585,5017,73,12
840,137,1001,9,0,243,5004,17,0
1424,183,996,8,0,246,4994,9,0
292,140,956,14,0,236,5025,18,0
6133,340,960,15,0,477,4950,21,0
4167,280,1010,5,1,528,4970,10,2
1958,275,1017,18,0,383,5032,28,0
4398,426,974,15,1,560,4970,14,1
342,131,961,24,0,210,5001,41,0
11557,336,975,1,0,669,5031,16,0
1446,193,961,21,0,351,4992,37,0
4471,623,992,29,2,1067,5001,61,4
468,187,1000,8,0,292,5016,17,0
6367,530,986,12,1,762,4993,27,2
415,208,995,22,0,302,4981,36,0
271,187,1002,23,0,225,4959,30,1
2845,206,1037,4,0,402,5013,11,0
1823,123,1029,2,0,208,5028,6,1
917,459,962,20,0,730,5018,31,0
4616,199,1038,10,0,371,5017,23,0
1029,504,1003,20,1,821,4977,50,4
104,77,1006,3,0,97,5002,3,0
7094,695,953,21,0,1226,5000,19,0
1835,381,1024,18,1,457,5002,21,1
433,185,1045,6,0,363,4953,15,0
387,216,998,38,1,331,5028,57,1
663,316,956,21,0,601,4966,42,0
756,367,960,15,0,635,5016,27,0
1751,171,1041,20,0,238,5023,28,0
1058,182,1003,27,2,219,4996,30,2
3663,497,1036,29,0,955,5005,78,2
4208,231,994,14,0,382,4972,25,1
2007,119,972,0,0,189,4967,2,0
431,235,977,34,0,355,4950,55,1
971,139,1006,9,0,265,4984,21,0
1457,160,975,2,0,266,5013,3,0
5454,188,974,17,1,276,5007,28,2
5341,643,1003,25,0,1282,5044,51,0
619,139,978,18,0,177,5008,25,0
505,303,1032,19,0,376,4950,22,0
345,173,1046,21,0,308,4952,36,0
711,410,985,15,4,656,5016,28,7
1385,63,963,0,0,105,4986,0,0
149,109,1027,3,0,135,5032,2,0
631,329,984,32,0,558,4978,51,0
5968,287,979,35,0,495,5038,65,1
3516,172,1041,7,0,230,4982,13,0
7383,286,966,19,0,476,5049,33,0
963,472,1016,71,0,675,5010,96,1
268,172,1029,13,0,221,5042,16,0
1823,216,979,8,0,379,5039,15,1
2470,376,1042,14,1,653,4953,19,1
836,402,994,15,0,693,4963,34,1
993,393,1028,44,0,610,5040,70,0
2757,299,1038,14,1,517,4982,31,2
9960,702,1000,49,0,1223,4971,85,0
945,394,996,21,0,698,4997,56,1
2324,155,1002,3,0,223,4952,6,0
366,189,1013,4,0,341,5036,1,0
501,337,987,12,0,458,5034,18,0
1067,553,1013,32,3,992,4972,51,6
124,83,1036,6,0,100,5017,9,0
5080,176,1038,29,1,319,4970,50,1
839,133,956,7,0,182,4992,12,0
610,267,971,15,0,460,5044,20,0
1608,559,1030,18,1,973,5034,27,2
687,399,1031,57,0,509,4975,68,0
424,181,990,1,0,278,4990,2,0
990,550,1023,27,4,811,5048,51,8
7273,303,959,10,0,563,4987,14,0
2753,338,1006,31,0,482,5037,37,1
1909,287,956,23,0,421,4960,37,1
3240,320,999,12,0,455,4978,16,0
541,279,1040,24,0,393,5009,31,0
284,191,1001,3,0,268,5016,4,0
578,353,982,4,0,477,5014,9,0
341,169,950,3,0,271,5010,9,0
652,349,1002,2,0,518,4968,0,0
2541,473,1009,15,0,680,4995,26,1
123,73,983,1,0,111,4998,1,0
1593,281,953,35,1,339,4971,42,1
2006,187,966,25,0,321,5027,43,0
5751,491,953,10,0,715,5006,10,0
3565,376,992,14,0,532,4963,28,1
117,77,1039,2,0,95,4993,1,0
1519,199,953,10,0,391,4965,22,0
7292,483,950,56,0,666,5046,86,1
940,203,1020,2,0,270,5026,0,0
2133,741,1043,75,1,1359,4961,141,4
1216,584,999,25,0,1018,5004,46,0
1025,464,1022,20,0,696,5000,39,0
3151,213,1010,10,0,283,4988,10,0
3707,371,984,13,1,644,4982,37,3
576,260,957,16,1,410,4982,26,1
4706,334,973,12,0,645,4978,33,0
381,190,1032,26,3,323,5018,50,5
499,302,985,11,0,427,5019,8,0
2921,607,999,47,0,825,4980,60,0
7674,337,992,14,1,648,5029,36,4
2908,178,976,26,0,334,4980,48,1
4350,377,981,22,1,541,5038,37,2
1434,680,1027,30,3,1341,4995,54,5
444,318,967,2,0,416,5046,4,0
258,168,977,6,0,206,5026,5,0
328,159,978,10,0,276,5001,17,1
299,149,965,4,0,283,4959,5,0
4283,288,1048,2,0,447,5037,3,0
667,372,996,51,0,460,5023,65,0
73,42,1008,0,0,54,4990,2,0
376,216,980,15,0,326,5044,23,0
11492,469,953,12,0,664,5026,10,0
5854,499,986,37,2,779,4952,62,4
1462,176,966,7,0,322,5008,8,0
2814,443,988,33,0,834,5001,59,2
748,443,997,15,0,568,4983,21,0
436,236,995,20,0,362,4998,27,0
1524,157,1039,10,1,230,4977,13,2
1943,141,997,4,0,179,5032,4,0
171,113,988,3,0,152,5036,3,0
118,56,953,3,0,99,5045,8,1
7029,542,979,23,0,891,4962,34,0
1555,271,979,17,0,354,5046,18,0
9971,519,971,11,0,920,5047,36,1
7309,682,1024,68,4,876,5046,101,6
1205,511,1015,15,0,942,5018,28,0
223,112,961,11,0,157,5016,13,1
1727,735,1043,67,1,1162,5010,124,3
3384,500,985,10,0,653,5009,11,0
2114,326,967,19,1,529,5020,27,2
954,588,1039,41,2,760,4973,48,3
419,197,1002,19,0,343,5012,35,0
962,425,1020,11,0,713,5035,13,0
1029,410,950,8,0,701,5010,10,0
1245,137,1007,15,0,228,4972,22,0
1104,415,1039,52,1,759,4979,86,2
368,255,1036,12,0,327,5009,19,0
461,229,1039,19,1,416,4967,35,1
833,532,955,53,1,661,5045,60,2
462,230,1019,8,0,362,5005,12,0
1095,398,993,56,1,742,5002,102,2
177,76,1021,1,0,126,4956,1,0
2386,204,973,15,2,388,5046,27,4
1996,246,1035,6,0,349,5018,8,1
1070,136,968,5,0,246,5041,5,0
2128,336,967,44,4,603,5021,78,7
621,206,1044,4,0,383,5028,6,0
895,116,979,22,0,152,5001,28,0
414,71,991,12,2,122,4953,21,3
569,387,982,25,1,519,4983,38,2
63,33,1023,3,0,55,5018,5,0
682,73,961,3,0,100,4982,5,0
1937,161,1043,0,0,261,5018,0,0
459,254,976,6,0,393,4987,16,1
1450,178,988,25,0,214,5047,31,0
559,287,958,12,0,521,4975,21,0
344,169,970,6,0,327,4950,11,0
232,168,1025,12,0,209,4953,14,0
633,374,978,8,0,516,4988,9,0
1523,222,982,12,0,411,5003,15,0
227,82,1011,10,1,149,5039,18,2
174,111,964,9,0,164,4982,12,0
2322,269,951,7,0,328,4982,9,0
734,337,1001,23,0,627,5021,36,0
4505,142,993,13,0,277,4969,27,1
2832,117,1003,0,0,193,4965,2,0
2123,308,967,31,0,598,4970,64,1
314,103,952,4,0,203,4994,9,0
1528,122,956,16,0,179,5039,19,0
571,97,992,13,0,125,5036,17,0
708,301,1031,34,5,557,5031,60,9
2855,398,987,27,1,497,5011,33,1
2310,417,986,26,3,580,4980,34,4
3568,460,1007,24,0,897,4991,40,1
1438,280,982,11,0,343,4961,12,0
1273,193,1008,12,2,273,5014,17,3
1701,630,1044,32,0,1139,5022,70,0
3717,346,960,39,2,454,4952,51,2
1390,74,1017,7,0,128,5039,14,0
456,254,1031,11,0,347,4958,13,0
102,33,1017,3,0,64,5000,8,1
585,367,1047,26,0,556,4965,36,0
989,90,1042,22,1,111,5037,27,1
1090,463,1037,52,5,771,5027,82,9
472,56,971,3,0,85,4952,4,0
6278,445,1015,14,0,882,5047,35,0
451,290,993,27,2,350,5046,33,2
710,360,955,17,0,599,4973,27,0
4064,206,991,8,0,363,5022,20,0
1909,651,974,26,0,1158,4962,35,0
6620,291,1006,30,0,578,4951,53,0
103,67,1034,4,0,80,5020,4,0
524,252,1004,17,0,468,4970,32,0
419,223,965,10,0,363,4968,16,0
6202,379,1044,17,3,648,5038,16,3
433,244,963,21,0,389,4996,29,0
15417,520,988,86,0,1029,4971,167,1
1485,164,977,3,0,325,5024,10,0
3380,240,1045,22,0,327,4982,37,0
1165,64,1041,4,0,87,4981,6,0
920,414,1000,27,0,587,5013,53,0
247,26,998,4,0,48,5034,8,0
8931,499,958,25,0,661,4988,36,0
481,229,1007,14,0,337,5033,23,0
1882,371,994,15,0,512,5021,16,0
774,263,971,25,1,499,4991,49,3
1708,253,981,7,0,462,4958,10,0
910,346,1018,15,1,667,4974,24,1
1009,88,1036,3,0,161,5038,3,0
634,301,1018,23,0,477,5046,36,0
561,124,991,4,0,148,4951,6,0
5022,347,1002,17,1,595,4968,23,1
578,441,1045,103,5,533,4969,122,5
861,407,1008,2,0,656,5042,0,0
231,125,1023,6,0,219,5019,11,0
576,226,988,30,3,371,4966,48,4
5352,266,964,8,0,473,5038,9,0
3191,260,1020,4,0,449,5017,8,0
377,188,978,3,0,344,5043,5,0
2149,376,952,30,0,535,5033,43,0
639,382,1032,6,0,515,4952,12,0
774,297,959,14,0,524,5036,28,0
428,34,1041,0,0,64,5000,0,0
2469,338,978,17,0,424,5031,21,0
357,42,1028,1,0,54,4975,1,0
2085,511,984,9,0,622,5005,14,0
54,7,955,0,0,10,5049,0,0
1528,189,961,0,0,308,5013,0,0
770,160,987,4,0,215,4957,4,0
756,256,1026,11,0,485,5030,18,0
692,432,1042,54,2,641,5044,84,3
550,349,968,1,0,514,4986,7,0
1109,515,1016,46,5,892,5046,89,10
881,625,957,40,0,835,4976,46,0
1720,130,957,6,0,212,4994,6,0
313,127,1033,4,0,211,4953,6,0
556,255,996,21,2,485,5035,44,5
620,333,953,8,0,445,5039,7,0
1032,496,1000,22,1,867,5045,46,2
644,290,1034,21,1,485,5037,26,1
424,209,1016,11,1,373,5048,25,2
635,307,994,7,0,530,4986,12,0
2327,319,957,33,0,537,5045,63,0
13963,596,1036,130,2,993,5020,219,6
298,221,965,6,0,271,4982,7,0
3963,392,1026,23,0,593,4980,38,0
5541,379,1016,22,0,628,5004,47,0
3984,191,958,21,2,369,4961,36,4
4524,204,1009,6,0,402,4960,14,0
413,157,1027,16,1,249,5037,28,1
10530,327,1026,9,0,621,5021,16,1
2293,415,1020,80,2,572,4981,106,3
4246,262,964,29,0,358,5006,36,0
1470,664,1020,39,3,922,4987,39,2
1707,566,1047,66,10,1065,5009,117,18
434,238,990,14,1,390,5035,24,2
883,550,971,80,7,814,5047,113,9
1492,685,973,54,3,988,4968,75,5
1230,426,993,53,0,791,5033,86,0
500,321,950,36,2,433,5005,51,4
741,97,959,7,0,138,4963,11,0
9546,566,1029,32,2,790,4982,31,2
1548,180,1021,6,1,309,4959,13,2
650,238,1005,6,0,432,5029,14,0
645,335,1038,6,0,517,5013,9,0
649,366,999,17,2,536,5013,26,3
597,213,961,7,0,413,5011,10,0
348,202,1038,5,0,319,5017,12,0
1691,197,1030,19,0,339,5040,31,0
3951,521,1009,108,9,845,5041,169,12
307,114,975,14,2,217,4992,24,4
865,358,1027,28,1,689,5029,54,2
970,502,990,54,0,863,5008,90,0
429,189,985,18,0,364,5001,31,0
1378,182,972,6,0,286,5046,11,0
975,371,992,41,2,736,4968,91,6
849,422,955,29,0,733,4970,57,0
1357,515,1018,31,0,860,4971,57,0
267,118,992,12,1,178,4958,17,1
1701,267,974,13,0,322,4958,15,0
870,506,967,41,3,784,5022,56,4
296,178,1011,13,2,242,4976,19,3
1459,227,962,9,0,328,4966,10,0
839,103,992,5,0,150,4993,10,0
2974,334,1027,23,0,628,4994,40,0
387,238,977,20,0,319,4957,29,0
962,409,967,3,0,661,5029,19,0
1957,170,1008,9,0,230,4967,17,1
5077,244,1009,32,1,313,4982,40,1
2765,390,1012,35,0,528,4950,56,0
4003,408,1006,30,3,699,5025,52,5
905,52,1041,2,0,101,4955,5,0
4437,381,1000,43,1,506,4990,58,1
280,137,1005,5,0,212,5004,8,0
412,300,976,30,0,371,4954,31,1
807,295,981,20,0,561,5008,36,0
1179,235,958,14,0,282,5029,15,0
3459,451,1045,18,0,629,4967,24,0
1926,288,1033,15,0,572,4998,25,1
857,200,1041,10,0,241,5031,12,0
2042,386,1046,26,1,564,5014,38,1
1289,174,1017,2,0,271,5032,3,0
438,222,995,18,0,317,5003,27,0
199,104,1047,6,0,149,5010,9,0
456,83,1016,10,0,128,4957,13,0
114,71,975,2,0,106,4952,3,0
5398,336,957,15,1,620,4974,27,3
877,516,955,19,1,686,5018,29,2
2856,409,1029,10,0,805,5004,17,0
2368,266,973,4,0,526,4989,6,0
1068,526,997,69,12,893,5032,104,18
531,377,1043,20,1,472,5031,31,2
1354,141,994,17,1,217,4999,27,2
2210,307,962,20,2,453,5044,26,3
1246,503,1018,20,0,945,4982,52,1
550,323,974,3,0,512,4967,9,0
1787,247,969,24,3,404,5006,43,5
475,305,1031,4,0,429,4965,0,0
3056,504,1031,17,3,812,5029,32,5
2905,243,1015,16,0,476,4987,27,0
3649,364,1023,58,1,460,4990,73,1
2135,330,994,15,1,465,4956,15,1
920,610,996,32,1,759,5027,39,1
1158,664,1012,100,3,922,5002,138,4
1100,554,1025,19,0,689,5012,28,0
599,397,1026,9,0,560,5038,10,0
908,460,1004,11,1,730,4981,16,2
1204,536,1024,28,0,875,4987,41,0
530,226,968,14,0,422,4971,26,1
3843,380,984,23,3,563,4965,33,5
1090,610,1002,38,0,913,5001,69,1
787,458,975,43,3,613,4978,54,4
1102,98,963,2,0,133,4965,5,0
799,389,994,33,0,715,5025,57,1
1069,508,993,52,1,788,4966,92,3
1108,125,1037,2,0,169,5013,5,0
464,218,1014,23,1,406,5040,47,3
1364,619,1000,36,0,1110,5038,59,0
337,218,992,5,0,279,4962,7,0
944,120,1035,4,0,177,5021,9,0
862,337,972,10,1,583,5005,15,1
928,423,1005,7,0,845,4954,17,0
3470,388,968,10,0,674,4961,22,0
587,277,1031,21,1,486,4990,36,2
8746,735,1025,23,0,975,4952,22,0
2195,212,1004,7,0,333,5048,8,0
1235,631,1041,68,4,1071,4982,132,8
2091,246,1041,3,0,393,5035,10,0
3598,254,1009,3,0,380,4999,9,0
329,168,1008,4,0,210,5005,8,0
7172,301,982,4,0,382,4958,8,0
1969,198,968,10,0,391,5031,19,0
886,296,977,25,1,540,4999,45,2
557,246,1001,7,1,464,4978,9,1
552,278,998,7,0,514,4988,17,0
3403,669,986,59,9,848,5040,69,10
508,218,975,15,0,369,5049,26,0
4075,140,1048,9,0,221,4994,14,0
2651,77,1047,1,0,138,4966,3,0
7437,480,1048,14,1,865,5005,33,2
1490,197,989,22,0,253,5047,32,0
760,121,1029,6,0,212,4995,11,0
1144,191,987,1,0,264,5016,4,0
3304,137,1026,1,0,269,5018,4,0
265,138,1036,18,0,191,4963,25,0
105,61,1003,3,0,95,5016,5,0
3110,470,971,23,1,664,4972,47,3
1096,203,965,10,1,320,5043,21,3
205,123,977,2,0,153,5010,3,0
1826,254,984,19,1,414,4972,31,2
444,320,1009,23,0,416,4976,29,1
752,395,994,17,4,554,5003,23,6
134,89,995,8,0,111,4959,11,0
1491,251,1021,20,0,444,5038,35,0
1553,151,1004,5,0,225,5026,7,0
425,186,1035,4,0,327,4965,7,0
420,214,1034,5,0,339,4990,8,0
288,144,975,7,0,192,5047,9,0
96,54,1034,1,0,88,5004,4,0
1242,645,974,10,0,997,5010,10,0
5863,723,1014,14,0,1331,5035,9,0
692,415,955,8,0,515,5030,11,0
6667,406,972,28,0,754,5036,48,1
950,397,1013,11,0,756,5049,20,1
2166,217,1036,27,2,315,4998,43,3
10437,391,992,26,2,525,5022,39,3
2616,277,972,19,0,350,5001,24,0
4584,463,1045,14,1,922,4951,23,2
3329,142,979,11,1,214,5045,16,1
460,55,1026,1,0,69,4999,3,0
1073,457,967,39,5,713,5035,74,9
2539,443,1036,15,0,733,4992,23,0
1017,360,1028,11,1,645,5026,23,3
1159,166,1046,11,0,306,4957,13,0
1024,141,970,11,0,260,5008,19,0
449,182,1006,4,0,304,5014,9,1
10439,647,972,27,1,946,5030,37,1
526,254,1040,26,3,392,4961,41,6
164,68,994,0,0,124,4953,1,0
656,313,993,8,0,536,5026,19,0
406,259,1031,13,0,353,5044,11,0
1485,131,1037,3,0,246,4990,5,0
3775,449,996,36,0,854,4956,73,0
649,272,989,23,0,493,5036,38,1
8325,512,1000,36,0,969,5037,80,0
6937,585,991,44,2,861,5018,64,4
308,146,956,8,0,262,5018,11,0
5309,254,999,7,0,335,5030,7,0
512,176,997,12,0,351,4979,29,0
916,459,1033,47,4,813,5022,71,5
1016,169,1040,2,0,295,4955,5,0
2736,318,955,17,0,610,5038,35,0
670,70,1040,0,0,84,4968,0,0
855,549,958,48,1,727,5029,61,2
660,249,1006,2,0,462,5034,3,0
1428,221,980,6,0,349,5015,9,0
529,28,970,5,0,40,4959,7,0
2213,206,1039,15,0,373,4965,27,0
1642,286,989,36,1,486,4986,69,2
687,309,994,10,0,425,5028,14,0
6539,440,1026,34,1,751,5026,60,1
119,45,998,0,0,72,5026,0,0
1052,550,1036,5,0,998,4981,0,0
1534,207,969,9,0,371,4996,16,0
2442,375,1041,49,2,539,5021,68,2
3451,494,966,4,0,848,4992,1,0
1361,467,977,18,2,926,5031,34,3
2040,403,990,23,0,604,4985,47,0
1991,272,1015,3,0,474,4975,2,0
812,486,974,10,0,653,4959,10,0
1570,147,1007,3,0,262,4980,11,0
341,191,990,27,2,322,5046,47,4
843,104,955,8,0,200,4978,18,0
251,113,1024,1,0,204,4954,4,0
2849,327,987,15,0,468,5026,21,0
337,46,955,1,0,58,4950,2,0
356,228,994,11,0,330,5036,18,0
88,39,1024,1,0,67,4952,4,0
2194,271,963,29,2,386,5016,40,3
974,490,1015,19,2,920,5020,29,3
667,284,989,10,0,424,5049,18,0
983,415,952,25,3,656,4984,41,4
749,348,1048,8,0,504,4964,8,0
1926,264,1046,27,0,347,5016,38,0
1028,183,973,8,0,272,5042,13,0
597,449,968,11,0,549,4979,12,0
1243,572,967,25,0,1082,5031,55,1
592,429,1013,23,1,560,5024,31,1
62,26,1037,1,0,47,4992,1,0
4402,423,984,15,0,785,5009,33,0
3074,504,1011,28,0,909,4989,50,1
334,174,950,15,0,287,5014,27,0
951,388,1049,22,0,724,4978,51,0
1557,562,974,19,0,1061,5023,29,0
1621,235,994,4,0,420,5041,12,0
783,548,998,6,0,661,5044,8,0
859,169,1047,4,0,255,4968,6,1
342,126,1038,2,0,250,4952,8,0
3961,223,965,22,3,437,4985,45,6
438,252,1047,15,0,322,4992,17,0
742,76,1042,2,0,134,4964,5,0
1022,424,968,15,0,831,5046,32,0
1032,488,972,20,0,758,4990,34,0
884,365,1032,2,0,606,5039,3,0
709,137,974,3,0,202,5029,4,0
1294,555,965,135,2,828,4985,199,4
1325,187,1003,12,1,359,5046,16,1
5851,260,1022,12,1,471,5033,26,2
1923,655,950,41,1,1249,5026,72,1
475,190,991,9,1,364,4982,17,2
755,375,968,22,1,472,4954,28,2
627,98,1046,1,0,178,5027,4,0
1709,582,983,73,2,1113,5040,122,5
1175,190,1029,7,0,309,5036,10,0
8813,523,1004,34,0,804,4963,55,0
895,519,967,3,0,709,5017,0,0
752,363,983,67,2,677,5032,124,4
575,288,1038,4,0,350,4996,3,0
342,133,994,3,0,257,5003,6,0
205,91,955,2,0,178,4953,3,0
525,186,970,4,0,367,5043,9,0
4146,449,1019,18,0,758,5032,22,0
